Mã hàng,Mô tả hàng hoá - Tiếng Việt,"Chính sách mặt hàng
theo mã HS"
,(a) Quần áo hoặc hàng may mặc đã qua sử dụng khác thuộc nhóm 63.09; hoặc,
,"(b) Dụng cụ chỉnh hình, đai thắt phẫu thuật, băng giữ hoặc loại tương tự (nhóm 90.21).",
,3. Theo mục đích của các nhóm 62.03 và 62.04:,
,"(a) Khái niệm ""bộ com-lê"" có nghĩa là một bộ quần áo có hai hoặc ba chiếc may sẵn, có lớp ngoài may bằng cùng một loại vải và bao gồm:",
,"- một áo vét hoặc jacket có lớp ngoài, trừ tay áo, gồm từ 4 mảnh trở lên, được thiết kế để che phần trên của cơ thể, có thể kèm theo một áo gilê có thân trước được may bằng loại vải giống hệt như lớp ngoài của những chiếc khác trong cùng bộ và thân sau may bằng loại vải giống hệt như lớp vải lót của áo vét hoặc jacket; và",
,#NAME?,
,"Tất cả các bộ phận cấu thành của một ""bộ com-lê"" phải may bằng cùng một loại vải, cùng màu sắc và thành phần nguyên liệu; chúng cũng phải có cùng kiểu dáng và có kích cỡ tương ứng hoặc phù hợp với nhau. Tuy nhiên, các bộ phận này có thể có các dải viền (dải bằng vải khâu vào đường nối) bằng một loại vải khác.",
,"Nếu một vài thành phần riêng biệt để che phần dưới của cơ thể được trình bày cùng nhau (ví dụ, hai quần dài hoặc quần dài kèm quần soóc, hoặc chân váy hoặc chân váy dạng quần kèm quần dài), thì bộ phận cấu thành của phần dưới là một quần dài hoặc, đối với trường hợp bộ com-lê của phụ nữ hoặc trẻ em gái, thì phải là chân váy hoặc chân váy dạng quần, các hàng may mặc khác được xem xét một cách riêng rẽ.",
,"Khái niệm ""bộ com-lê"" kể cả những bộ quần áo dưới đây, dù có hoặc không có đủ các điều kiện nêu trên:",
,"- bộ lễ phục ban ngày, gồm một áo jacket trơn (áo khoác dài) có vạt sau tròn trễ xuống và một quần sọc;",
,"- bộ lễ phục buổi tối (áo đuôi tôm) thường bằng vải màu đen, áo jacket tương đối ngắn ở phía trước, không cài khuy, vạt áo hẹp được cắt đến ngang hông và trễ xuống ở phía sau;",
,#NAME?,
,"(b) Thuật ngữ ""bộ quần áo đồng bộ"" có nghĩa là bộ quần áo (trừ bộ com-lê và quần áo thuộc nhóm 62.07 hoặc 62.08) gồm một số chiếc được may sẵn bằng cùng một loại vải, được xếp bộ để bán lẻ, và bao gồm:",
,#NAME?,
,#NAME?,
,"Tất cả các bộ phận của một bộ quần áo đồng bộ phải có cùng một loại vải, cùng kiểu dáng, màu sắc và thành phần nguyên liệu; chúng cũng phải có kích cỡ tương ứng hoặc phù hợp với nhau. Khái niệm “bộ quần áo đồng bộ” không áp dụng cho bộ đồ thể thao hoặc bộ đồ trượt tuyết, thuộc nhóm 62.11.",
,"4. Các nhóm 62.05 và 62.06 không bao gồm các loại áo có túi ở phía dưới thắt lưng, có dây thắt lưng kẻ gân nổi hoặc có dây, đai thắt ở gấu áo. Nhóm 62.05 không bao gồm áo không tay.",
,"“Sơ mi” và “sơ mi cách điệu” là áo được thiết kế để che phần trên của cơ thể, có tay áo dài hoặc ngắn và có thiết kế để mở toàn bộ hoặc một phần áo từ cổ áo. “Áo blouse” là loại áo rộng cũng được thiết kế để che phần trên của cơ thể nhưng có thể không có tay áo và có hoặc không có phần mở cổ áo. “Sơ mi”, “sơ mi cách điệu” và “áo blouse” cũng có thể có cổ áo. ",
,5. Theo mục đích của nhóm 62.09:,
,"(a) Khái niệm ""quần áo và phụ kiện may mặc dùng cho trẻ em"" chỉ các sản phẩm dùng cho trẻ có chiều cao không quá 86 cm; ",
,"(b) Những hàng hóa mà, thoạt nhìn, có thể vừa xếp được vào nhóm 62.09 và vừa có thể xếp được vào các nhóm khác của Chương này phải được xếp vào nhóm 62.09.",
,"6. Các mặt hàng mà, thoạt nhìn, có thể vừa xếp được vào nhóm 62.10 và vừa có thể xếp vào các nhóm khác của Chương này, trừ nhóm 62.09, phải được xếp vào nhóm 62.10.",
,"7. Theo mục đích của nhóm 62.11, ""bộ quần áo trượt tuyết"" có nghĩa là quần, áo hoặc bộ quần áo, mà xét theo hình thức và chất vải, chúng được sử dụng chủ yếu để mặc cho trượt tuyết (trượt tuyết băng đồng hoặc trượt tuyết đổ dốc). Gồm có:",
,"(a) một ""bộ đồ trượt tuyết liền quần"", là một bộ đồ liền được thiết kế để che phần trên và dưới của cơ thể; bộ đồ trượt tuyết liền quần có thể có túi hoặc dây đai chân ngoài tay áo và cổ áo; hoặc",
,"(b) một ""bộ đồ trượt tuyết đồng bộ"", là bộ quần áo gồm hai hoặc ba chiếc, được xếp bộ để bán lẻ và bao gồm:",
,#NAME?,
,#NAME?,
,"""Bộ đồ trượt tuyết đồng bộ"" có thể cũng bao gồm một áo liền quần tương tự như loại áo đã nêu ở mục (a) trên và một kiểu áo jacket có lót đệm, không có ống tay mặc ở ngoài bộ áo liền quần.",
,"Tất cả các bộ phận của một ""bộ đồ trượt tuyết đồng bộ"" phải được may bằng cùng loại vải, kiểu dáng và thành phần nguyên liệu dù đồng màu hoặc khác màu; chúng cũng phải có kích cỡ tương ứng hoặc phù hợp với nhau.",
,"8. Khăn choàng và các mặt hàng thuộc dạng khăn quàng, vuông hoặc gần như vuông, không có cạnh nào trên 60 cm, phải được phân loại như khăn tay (nhóm 62.13). Khăn tay có cạnh trên 60 cm phải được xếp vào nhóm 62.14.",
,"9. Quần áo của Chương này được thiết kế để cài thân trước từ trái qua phải sẽ được coi là cho nam giới hoặc trẻ em trai, và áo được thiết kế để cài thân trước từ phải qua trái được coi là quần áo dùng cho phụ nữ hoặc trẻ em gái. Quy định này không áp dụng cho những quần áo mà cách cắt may của chúng thể hiện rõ ràng là dùng cho nam hoặc nữ.",
,Quần áo không thể nhận biết được là quần áo nam hoặc nữ thì được xếp vào nhóm quần áo phụ nữ hoặc trẻ em gái.,
,10. Các mặt hàng của Chương này có thể được làm bằng sợi kim loại.,
6201,"Áo khoác ngoài, áo choàng mặc khi đi xe (car-coats), áo khoác không tay, áo choàng không tay, áo khoác có mũ trùm (kể cả áo jacket trượt tuyết), áo gió, áo jacket chống gió và các loại tương tự, dùng cho nam giới hoặc trẻ em trai, trừ các loại thuộc nhóm 62.03",
620120,- Từ lông cừu hoặc lông động vật loại mịn:,
62012010,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)*
62012090,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)*
620130,- Từ bông:,
62013010,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)*
62013090,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)*
620140,- Từ sợi nhân tạo: ,
62014010,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)*
62014090,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)*
620190,- Từ các vật liệu dệt khác:,
,- - Từ tơ tằm:,
62019011,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)*
62019019,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)*
,- - Từ ramie:,
62019021,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)*
62019029,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)*
62019090,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)*
6202,"Áo khoác ngoài, áo choàng mặc khi đi xe (car-coats), áo khoác không tay, áo choàng không tay, áo khoác có mũ (kể cả áo jacket trượt tuyết), áo gió, áo jacket chống gió và các loại tương tự, dùng cho phụ nữ hoặc trẻ em gái, trừ loại thuộc nhóm 62.04",
620220,- Từ lông cừu hoặc lông động vật loại mịn:,
62022010,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)*
62022090,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)*
620230,- Từ bông:,
62023010,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)*
62023090,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)*
620240,- Từ sợi nhân tạo:,
62024010,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)*
62024090,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)*
620290,- Từ các vật liệu dệt khác:,
62029010,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)*
62029020,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)*
62029090,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)*
6203,"Bộ com-lê, bộ quần áo đồng bộ, áo jacket, áo blazer, quần dài, quần yếm có dây đeo, quần ống chẽn và quần soóc (trừ quần áo bơi), dùng cho nam giới hoặc trẻ em trai",
,- Bộ com-lê:,
62031100,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
62031200,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
620319,- - Từ các vật liệu dệt khác:,
,- - - Từ bông:,
62031911,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
62031919,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
,- - - Từ tơ tằm:,
62031921,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
62031929,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
62031990,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
,- Bộ quần áo đồng bộ:,
620322,- - Từ bông:,
62032210,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
62032290,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
62032300,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
620329,- - Từ các vật liệu dệt khác:,
62032910,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
62032990,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
,- Áo jacket và áo blazer:,
62033100,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
620332,- - Từ bông:,
62033210,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
62033290,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
62033300,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
62033900,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
,"- Quần dài, quần yếm có dây đeo, quần ống chẽn và quần soóc:",
62034100,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
620342,- - Từ bông:,
62034210,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
62034290,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
62034300,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
620349,- - Từ các vật liệu dệt khác:,
62034910,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
62034990,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
6204,"Bộ com-lê, bộ quần áo đồng bộ, áo jacket, áo blazer, váy liền thân (1), chân váy (skirt), chân váy dạng quần, quần yếm có dây đeo, quần ống chẽn và quần soóc (trừ quần áo bơi) dùng cho phụ nữ hoặc trẻ em gái",
,- Bộ com-lê:,
62041100,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
620412,- - Từ bông:,
62041210,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
62041290,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
62041300,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
620419,- - Từ các vật liệu dệt khác:,
,- - - Từ tơ tằm:,
62041911,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
62041919,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
62041990,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
,- Bộ quần áo đồng bộ:,
62042100,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
620422,- - Từ bông:,
62042210,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
62042290,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
62042300,#NAME?,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
