hscode,mo_ta,chinhsach_mathang
53031000,"- Đay và các loại xơ libe dệt khác, dạng nguyên liệu thô hoặc đã ngâm",Kiểm dịch thực vật (11/2021 & 01/2022/TT-BNNPTNT M9)
53039000,- Loại khác,Kiểm dịch thực vật (11/2021 & 01/2022/TT-BNNPTNT M9)
5305,"Xơ dừa, xơ chuối abaca (Manila hemp hoặc Musa textilis Nee), xơ gai ramie và xơ dệt gốc thực vật khác, chưa được ghi hoặc chi tiết ở nơi khác hoặc kể cả, thô hoặc đã chế biến nhưng chưa kéo thành sợi; tô (tow), xơ vụn và phế liệu của các loại xơ này (kể cả phế liệu sợi và sợi tái chế)",
53050010,- Xơ xidan (sisal) và xơ dệt khác của các cây thuộc chi cây thùa (Agave); tô (tow) và phế liệu của các loại xơ này (kể cả phế liệu sợi và sợi tái chế),Kiểm dịch thực vật (11/2021 & 01/2022/TT-BNNPTNT M9)
#844,- Xơ dừa và xơ chuối abaca:,
53050021,"- - Xơ dừa, loại thô",Kiểm dịch thực vật (11/2021 & 01/2022/TT-BNNPTNT M9)
53050022,- - Xơ dừa khác,Kiểm dịch thực vật (11/2021 & 01/2022/TT-BNNPTNT M9)
53050023,- - Xơ chuối abaca,Kiểm dịch thực vật (11/2021 & 01/2022/TT-BNNPTNT M9)
53050090,- Loại khác,
5306,Sợi lanh,
53061000,- Sợi đơn,
53062000,- Sợi xe (folded) hoặc sợi cáp,
5307,Sợi đay hoặc sợi từ các loại xơ libe dệt khác thuộc nhóm 53.03,
53071000,- Sợi đơn,
53072000,- Sợi xe (folded) hoặc sợi cáp,
5308,Sợi từ các loại xơ dệt gốc thực vật khác; sợi giấy,
53081000,- Sợi dừa,
53082000,- Sợi gai dầu,
530890,- Loại khác:,
53089010,- - Sợi giấy,
53089090,- - Loại khác,
5309,Vải dệt thoi từ sợi lanh,
#845,- Có hàm lượng lanh chiếm từ 85% trở lên tính theo khối lượng:,
53091100,- - Chưa tẩy trắng hoặc đã tẩy trắng,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
53091900,- - Loại khác,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
#846,- Có hàm lượng lanh chiếm dưới 85% tính theo khối lượng:,
53092100,- - Chưa tẩy trắng hoặc đã tẩy trắng,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
53092900,- - Loại khác,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
5310,Vải dệt thoi từ sợi đay hoặc từ các loại xơ libe dệt khác thuộc nhóm 53.03,
531010,- Chưa tẩy trắng:,
53101010,- - Vải dệt vân điểm,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
53101090,- - Loại khác,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
53109000,- Loại khác,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
5311,Vải dệt thoi từ các loại sợi dệt gốc thực vật khác; vải dệt thoi từ sợi giấy,
53110010,- Được in bằng phương pháp batik truyền thống (SEN),Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
53110020,- Vải bố (burlap) từ xơ chuối abaca (SEN),Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
53110090,- Loại khác,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
5401,"Chỉ khâu làm từ sợi filament nhân tạo, đã hoặc chưa đóng gói để bán lẻ",
540110,- Từ sợi filament tổng hợp: ,
54011010,- - Đã đóng gói để bán lẻ,DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
54011090,- - Loại khác,DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
540120,- Từ sợi filament tái tạo: ,
54012010,- - Đã đóng gói để bán lẻ,DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
54012090,- - Loại khác,DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
5402,"Sợi filament tổng hợp (trừ chỉ khâu), chưa đóng gói để bán lẻ, kể cả sợi monofilament tổng hợp có độ mảnh dưới 67 decitex",
#847,"- Sợi có độ bền cao làm từ ni lông hoặc các polyamit khác, đã hoặc chưa làm dún:",
54021100,- - Từ các aramit,
54021900,- - Loại khác,
54022000,"- Sợi có độ bền cao làm từ polyeste, đã hoặc chưa làm dún",
#848,- Sợi dún:,
54023100,"- - Từ ni lông hoặc các polyamit khác, độ mảnh mỗi sợi đơn không quá 50 tex",
54023200,"- - Từ ni lông hoặc các polyamit khác, độ mảnh mỗi sợi đơn trên 50 tex",
540233,- - Từ các polyeste:,
54023310,- - - Loại có màu trừ màu trắng (SEN),
54023390,- - - Loại khác,
54023400,- - Từ polypropylen,
54023900,- - Loại khác,
#849,"- Sợi khác, đơn, không xoắn hoặc xoắn không quá 50 vòng xoắn trên mét:",
540244,- - Từ nhựa đàn hồi:,
54024410,- - - Từ các polyeste,
54024420,- - - Từ polypropylen,
54024490,- - - Loại khác,
54024500,"- - Loại khác, từ ni lông hoặc từ các polyamit khác",
540246,"- - Loại khác, từ các polyeste, được định hướng một phần:",
54024610,- - - Loại có màu trừ màu trắng (SEN),
54024690,- - - Loại khác,
540247,"- - Loại khác, từ các polyeste :",
54024710,- - - Loại có màu trừ màu trắng (SEN),
54024790,- - - Loại khác,
54024800,"- - Loại khác, từ polypropylen",
54024900,- - Loại khác,
#850,"- Sợi khác, đơn, xoắn trên 50 vòng xoắn trên mét:",
54025100,- - Từ ni lông hoặc các polyamit khác,
54025200,- - Từ các polyeste,
54025300,- - Từ polypropylen,
54025900,- - Loại khác,
#851,"- Sợi khác, sợi xe (folded) hoặc sợi cáp:",
54026100,- - Từ ni lông hoặc các polyamit khác,
54026200,- - Từ các polyeste,
54026300,- - Từ polypropylen,
54026900,- - Loại khác,
5403,"Sợi filament tái tạo (trừ chỉ khâu), chưa đóng gói để bán lẻ, kể cả sợi monofilament tái tạo có độ mảnh dưới 67 decitex",
54031000,- Sợi có độ bền cao từ viscose rayon,
#852,"- Sợi khác, đơn:",
540331,"- - Từ viscose rayon, không xoắn hoặc xoắn không quá 120 vòng xoắn trên mét:",
54033110,- - - Sợi dún,
54033190,- - - Loại khác,
540332,"- - Từ viscose rayon, xoắn trên 120 vòng xoắn trên mét:",
54033210,- - - Sợi dún,
54033290,- - - Loại khác,
540333,- - Từ xenlulo axetat:,
54033310,- - - Sợi dún,
54033390,- - - Loại khác,
540339,- - Loại khác:,
54033910,- - - Sợi dún,
54033990,- - - Loại khác,
#853,"- Sợi khác, sợi xe (folded) hoặc sợi cáp:",
540341,- - Từ viscose rayon:,
54034110,- - - Sợi dún,
54034190,- - - Loại khác,
54034200,- - Từ xenlulo axetat,
54034900,- - Loại khác,
5404,"Sợi monofilament tổng hợp có độ mảnh từ 67 decitex trở lên và kích thước mặt cắt ngang không quá 1 mm; dải và dạng tương tự (ví dụ, sợi rơm nhân tạo) từ vật liệu dệt tổng hợp có chiều rộng bề mặt không quá 5 mm",
#854,- Sợi monofilament:,
54041100,- - Từ nhựa đàn hồi,DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
54041200,"- - Loại khác, từ polypropylen",DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
54041900,- - Loại khác,DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
54049000,- Loại khác,DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
54050000,"Sợi monofilament tái tạo có độ mảnh từ 67 decitex trở lên và kích thước mặt cắt ngang không quá 1 mm; dải và dạng tương tự (ví dụ, sợi rơm nhân tạo) từ vật liệu dệt tái tạo có chiều rộng bề mặt không quá 5 mm",DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
54060000,"Sợi filament nhân tạo (trừ chỉ khâu), đã đóng gói để bán lẻ",DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
5407,"Vải dệt thoi bằng sợi filament tổng hợp, kể cả vải dệt thoi thu được từ các nguyên liệu thuộc nhóm 54.04",
540710,- Vải dệt thoi từ sợi có độ bền cao bằng ni lông hoặc các polyamit hoặc các polyeste khác:,
54071020,- - Vải làm lốp xe; vải làm băng tải (SEN),Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2)
#855,- - Loại khác:,
54071091,- - - Chưa tẩy trắng,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2)
54071099,- - - Loại khác,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2)
54072000,- Vải dệt thoi từ dải hoặc dạng tương tự,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2)
54073000,- Vải dệt thoi đã được nêu ở Chú giải 9 Phần XI,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
#856,"- Vải dệt thoi khác, có hàm lượng sợi filament bằng ni lông hoặc các polyamit khác chiếm từ 85% trở lên tính theo khối lượng:",
540741,- - Chưa tẩy trắng hoặc đã tẩy trắng:,
54074110,- - - Vải lưới ni lông dệt thoi từ sợi filament không xoắn thích hợp để sử dụng như vật liệu gia cố cho vải sơn dầu,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2)
54074190,- - - Loại khác,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2)
54074200,- - Đã nhuộm,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
54074300,- - Từ các sợi có các màu khác nhau,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
54074400,- - Đã in,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
#857,"- Vải dệt thoi khác, có hàm lượng sợi filament polyeste dún chiếm từ 85% trở lên tính theo khối lượng:",
54075100,- - Chưa tẩy trắng hoặc đã tẩy trắng,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
54075200,- - Đã nhuộm,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
54075300,- - Từ các sợi có các màu khác nhau,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
54075400,- - Đã in,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
#858,"- Vải dệt thoi khác, có hàm lượng sợi filament polyeste chiếm từ 85% trở lên tính theo khối lượng:",
540761,- - Có hàm lượng sợi filament polyeste không dún chiếm từ 85% trở lên tính theo khối lượng:,
54076110,- - - Chưa tẩy trắng hoặc đã tẩy trắng,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
54076190,- - - Loại khác,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
540769,- - Loại khác:,
54076910,- - - Chưa tẩy trắng hoặc đã tẩy trắng,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
54076990,- - - Loại khác,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
#859,"- Vải dệt thoi khác, có hàm lượng sợi filament tổng hợp chiếm từ 85% trở lên tính theo khối lượng:",
54077100,- - Chưa tẩy trắng hoặc đã tẩy trắng,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
54077200,- - Đã nhuộm,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
54077300,- - Từ các sợi có các màu khác nhau,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
54077400,- - Đã in,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
#860,"- Vải dệt thoi khác, có hàm lượng sợi filament tổng hợp chiếm dưới 85% tính theo khối lượng, được pha chủ yếu hoặc pha duy nhất với bông:",
54078100,- - Chưa tẩy trắng hoặc đã tẩy trắng,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
54078200,- - Đã nhuộm,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
54078300,- - Từ các sợi có các màu khác nhau,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
54078400,- - Đã in,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
#861,- Vải dệt thoi khác:,
54079100,- - Chưa tẩy trắng hoặc đã tẩy trắng,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
54079200,- - Đã nhuộm,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
54079300,- - Từ các sợi có các màu khác nhau,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
54079400,- - Đã in,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
5408,"Vải dệt thoi bằng sợi filament tái tạo, kể cả vải dệt thoi thu được từ các nguyên liệu thuộc nhóm 54.05",
540810,- Vải dệt thoi bằng sợi có độ bền cao viscose rayon:,
54081010,- - Chưa tẩy trắng,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
54081090,- - Loại khác,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
#862,"- Vải dệt thoi khác, có hàm lượng sợi filament tái tạo hoặc dải hoặc dạng tương tự chiếm từ 85% trở lên tính theo khối lượng:",
54082100,- - Chưa tẩy trắng hoặc đã tẩy trắng,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
54082200,- - Đã nhuộm,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
54082300,- - Từ các sợi có các màu khác nhau,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
54082400,- - Đã in,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
#863,- Vải dệt thoi khác:,
54083100,- - Chưa tẩy trắng hoặc đã tẩy trắng,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
54083200,- - Đã nhuộm,Hàng tiêu dùng QSD cấp NK (08/2023/TT-BCT - PL1.I); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); DM mặt hàng đã được cắt giảm kiểm tra chuyên ngành (765/QĐ-BCT ngày 29/03/2019)
