hscode,mota
76042120,- - - Thanh đệm bằng nhôm cho cửa ra vào và cửa sổ (SEN)
76042190,- - - Loại khác
760429,- - Loại khác:
76042910,- - - Dạng thanh và que được ép đùn
76042930,"- - - Dạng hình chữ Y dùng cho dây khóa kéo, ở dạng cuộn"
76042990,- - - Loại khác
7605,Dây nhôm
#3109,"- Bằng nhôm, không hợp kim:"
76051100,- - Kích thước mặt cắt ngang lớn nhất trên 7 mm
760519,- - Loại khác:
76051910,"- - - Đường kính không quá 0,0508 mm"
76051990,- - - Loại khác
#3110,- Bằng hợp kim nhôm:
76052100,- - Kích thước mặt cắt ngang lớn nhất trên 7 mm
760529,- - Loại khác:
76052910,"- - - Có đường kính không quá 0,254 mm"
76052990,- - - Loại khác
7606,"Nhôm ở dạng tấm, lá và dải, chiều dày trên 0,2 mm"
#3111,- Hình chữ nhật (kể cả hình vuông):
760611,"- - Bằng nhôm, không hợp kim:"
76061110,"- - - Được dát phẳng hoặc tạo hình bằng phương pháp cán hoặc ép, nhưng chưa xử lý bề mặt"
76061190,- - - Loại khác
760612,- - Bằng hợp kim nhôm:
76061220,"- - - Đế bản nhôm, chưa nhạy, dùng trong công nghệ in "
#3112,- - - Dạng lá:
76061232,"- - - - Để làm lon (kể cả đáy lon và nắp lon), dạng cuộn(SEN)"
76061233,"- - - - Loại khác, bằng hợp kim nhôm 5082 hoặc 5182, có chiều rộng trên 1m, dạng cuộn (SEN)"
76061234,"- - - - Loại khác, tấm litô hợp kim HA 1052 độ cứng H19 và hợp kim HA 1050 độ cứng H18"
76061235,"- - - - Loại khác, đã gia công bề mặt"
76061239,- - - - Loại khác
76061290,- - - Loại khác
#3113,- Loại khác:
76069100,"- - Bằng nhôm, không hợp kim"
76069200,- - Bằng hợp kim nhôm
7607,"Nhôm lá mỏng (đã hoặc chưa in hoặc bồi trên giấy, bìa, plastic hoặc vật liệu bồi tương tự) có chiều dày (trừ phần bồi) không quá 0,2 mm"
#3114,- Chưa được bồi:
76071100,- - Đã được cán nhưng chưa gia công thêm
76071900,- - Loại khác
760720,- Đã được bồi:
76072010,- - Nhôm lá mỏng cách nhiệt(SEN)
#3115,- - Loại khác:
76072091,"- - - Được in hình mẫu, hoặc màu vàng hoặc màu bạc"
76072099,- - - Loại khác
7608,Các loại ống và ống dẫn bằng nhôm
76081000,"- Bằng nhôm, không hợp kim"
76082000,- Bằng hợp kim nhôm
76090000,"Các phụ kiện để ghép nối của ống hoặc ống dẫn (ví dụ, khớp nối đôi, nối khuỷu, măng sông) bằng nhôm"
7610,"Các kết cấu bằng nhôm (trừ nhà lắp ghép thuộc nhóm 94.06) và các bộ phận của các kết cấu bằng nhôm (ví dụ, cầu và nhịp cầu, tháp, cột lưới, mái nhà, khung mái, cửa ra vào và cửa sổ và các loại khung cửa và ngưỡng cửa ra vào, cửa chớp, lan can, cột trụ và các loại cột); tấm, thanh, dạng hình, ống và các loại tương tự bằng nhôm, đã được gia công để sử dụng làm kết cấu"
761010,"- Cửa ra vào, cửa sổ và các loại khung cửa và ngưỡng cửa ra vào:"
76101010,- - Cửa ra vào và các loại khung cửa ra vào và ngưỡng cửa ra vào
76101090,- - Loại khác
761090,- Loại khác:
76109030,- - Mái phao trong hoặc mái phao ngoài dùng cho bể chứa xăng dầu(SEN)
#3116,- - Loại khác:
76109091,- - - Cầu và nhịp cầu; tháp hoặc cột lưới
76109099,- - - Loại khác
76110000,"Các loại bể chứa, két, bình chứa và các loại tương tự, dùng để chứa các loại vật liệu (trừ khí nén hoặc khí hóa lỏng), có dung tích trên 300 lít, bằng nhôm, đã hoặc chưa lót hoặc cách nhiệt, nhưng chưa lắp ghép với thiết bị cơ khí hoặc thiết bị nhiệt"
7612,"Thùng phuy, thùng hình trống, lon, hộp và các loại đồ chứa tương tự (kể cả các loại thùng chứa hình ống cứng hoặc có thể xếp lại được), dùng để chứa mọi loại vật liệu (trừ khí nén hoặc khí hóa lỏng), dung tích không quá 300 lít, đã hoặc chưa lót hoặc cách nhiệt, nhưng chưa lắp ghép với thiết bị cơ khí hoặc thiết bị nhiệt"
76121000,- Thùng chứa hình ống có thể xếp lại được
761290,- Loại khác:
76129010,- - Đồ chứa được đúc liền phù hợp dùng để đựng sữa tươi (SEN)
76129090,- - Loại khác
76130000,Các loại thùng chứa khí nén hoặc khí hóa lỏng bằng nhôm
7614,"Dây bện tao, cáp, băng tết và các loại tương tự, bằng nhôm, chưa cách điện"
761410,- Có lõi thép:
#3117,- - Cáp:
76141011,"- - - Có đường kính không quá 25,3 mm"
76141012,"- - - Có đường kính trên 25,3 mm nhưng không quá 28,28 mm"
76141019,- - - Loại khác
76141090,- - Loại khác
761490,- Loại khác:
#3118,- - Cáp:
76149011,"- - - Có đường kính không quá 25,3 mm"
76149012,"- - - Có đường kính trên 25,3 mm nhưng không quá 28,28 mm"
76149019,- - - Loại khác
76149090,- - Loại khác
7615,"Bộ đồ ăn, đồ nhà bếp hoặc các loại đồ gia dụng khác và các bộ phận của chúng, bằng nhôm; miếng dùng để cọ nồi và cọ rửa hoặc đánh bóng, găng tay và các loại tương tự bằng nhôm; đồ trang bị trong nhà vệ sinh và các bộ phận của chúng, bằng nhôm"
761510,"- Bộ đồ ăn, đồ nhà bếp hoặc các đồ gia dụng khác và các bộ phận của chúng; miếng cọ nồi và cọ rửa hoặc đánh bóng, găng tay và các loại tương tự:"
76151010,"- - Miếng cọ nồi và cọ rửa hoặc đánh bóng, găng tay và các loại tương tự"
76151090,- - Loại khác
761520,- Đồ trang bị trong nhà vệ sinh và bộ phận của chúng:
76152020,"- - Bô để giường bệnh, bô đi tiểu hoặc bô để phòng ngủ "
76152090,- - Loại khác
7616,Các sản phẩm khác bằng nhôm
761610,"- Đinh, đinh bấm, ghim dập (trừ các loại thuộc nhóm 83.05), đinh vít, bu lông, đai ốc, đinh móc, đinh tán, chốt hãm, chốt định vị, vòng đệm và các sản phẩm tương tự:"
76161010,- - Đinh
76161020,- - Ghim dập và đinh móc; bulông và đai ốc
76161090,- - Loại khác
#3119,- Loại khác:
76169100,"- - Tấm đan, phên, lưới và rào, bằng dây nhôm"
761699,- - Loại khác:
76169920,- - - Nhôm bịt đầu ống loại phù hợp dùng để sản xuất bút chì (SEN)
76169930,"- - - Đồng xèng, hình tròn, kích thước chiều dày trên 1/10 đường kính (SEN)"
76169940,"- - - Ống chỉ, lõi suốt, guồng quay tơ và sản phẩm tương tự dùng cho sợi dệt"
#3120,- - - Rèm:
76169951,- - - - Rèm chớp lật(SEN)
76169959,- - - - Loại khác
76169960,- - - Máng và chén để hứng mủ cao su
76169970,- - - Hộp đựng thuốc lá điếu
76169980,- - - Sản phẩm dạng lưới được tạo hình bằng phương pháp đột dập và kéo giãn thành lưới 
76169990,- - - Loại khác
#3121,(SEN): Tham khảo Chú giải bổ sung (SEN) của Danh mục Thuế quan hài hòa ASEAN (AHTN) 2022
#3122,Chương 77
#3123,(Dự phòng cho việc phân loại tiếp theo trong tương lai của Hệ thống hài hòa)
#3124,Chương 78
#3125,Chì và các sản phẩm bằng chì
#3126,Chú giải phân nhóm
#3127,"1. Trong Chương này khái niệm “chì tinh luyện"" có nghĩa:"
#3128,"Là kim loại có hàm lượng chì chiếm ít nhất 99,9% tính theo khối lượng, với điều kiện hàm lượng của bất kỳ nguyên tố nào khác trong thành phần không vượt quá giới hạn nêu trong bảng sau:"
#3129,XEM BẢNG 7 - BẢNG CÁC NGUYÊN TỐ KHÁC
7801,Chì chưa gia công
78011000,- Chì tinh luyện
#3130,- Loại khác:
78019100,- - Có hàm lượng antimon tính theo khối lượng là lớn nhất so với hàm lượng của các nguyên tố khác ngoài chì
78019900,- - Loại khác
78020000,Phế liệu và mảnh vụn chì
7804,"Chì ở dạng tấm, lá, dải và lá mỏng; bột và vảy chì"
#3131,"- Chì ở dạng tấm, lá, dải và lá mỏng:"
780411,"- - Lá, dải và lá mỏng có chiều dày (trừ phần bồi) không quá 0,2 mm:"
78041110,"- - - Chiều dày không quá 0,15 mm"
78041190,- - - Loại khác
78041900,- - Loại khác
78042000,- Bột và vảy chì
7806,Các sản phẩm khác bằng chì
78060020,"- Thanh, que, dạng hình và dây"
78060030,"- Các loại ống, ống dẫn và phụ kiện để ghép nối của ống hoặc ống dẫn (ví dụ, khớp nối đôi, nối khuỷu, măng sông)"
78060040,- Len chì; vòng đệm; tấm điện a-nốt
78060090,- Loại khác
#3132,Chương 79
#3133,Kẽm và các sản phẩm bằng kẽm
#3134,Chú giải phân nhóm
#3135,1. Trong Chương này các khái niệm sau có nghĩa:
#3136,"(a) Kẽm, không hợp kim"
#3137,"Là kim loại có hàm lượng kẽm ít nhất 97,5% tính theo khối lượng."
#3138,(b) Hợp kim kẽm
#3139,"Vật liệu kim loại mà trong đó hàm lượng của kẽm lớn hơn so với hàm lượng của mỗi nguyên tố khác, với điều kiện tổng hàm lượng tính theo khối lượng của các nguyên tố khác trên 2,5%."
#3140,(c) Bụi kẽm
#3141,"Bụi thu được từ quá trình ngưng tụ hơi kẽm, bao gồm những hạt hình cầu nhỏ hơn bột kẽm. Có tối thiểu 80% tính theo khối lượng các hạt lọt qua mắt sàng 63 micromét (microns). Hàm lượng của kẽm ít nhất là 85% tính theo khối lượng."
7901,Kẽm chưa gia công
#3142,"- Kẽm, không hợp kim:"
79011100,"- - Có hàm lượng kẽm từ 99,99% trở lên tính theo khối lượng"
79011200,"- - Có hàm lượng kẽm dưới 99,99% tính theo khối lượng "
79012000,- Hợp kim kẽm
79020000,Phế liệu và mảnh vụn kẽm
7903,"Bột, bụi và vảy kẽm"
79031000,- Bụi kẽm
79039000,- Loại khác
79040000,"Kẽm ở dạng thanh, que, hình và dây"
7905,"Kẽm ở dạng tấm, lá, dải và lá mỏng"
79050040,"- Chiều dày không quá 0,15 mm"
79050090,- Loại khác
7907,Các sản phẩm khác bằng kẽm
79070030,"- Ống máng, mái nhà, khung cửa sổ của mái nhà và các cấu kiện xây dựng khác"
79070040,"- Các loại ống, ống dẫn và phụ kiện để ghép nối của ống hoặc ống dẫn (ví dụ, khớp nối đôi, nối khuỷu, măng sông)"
#3143,- Loại khác:
79070091,- - Hộp đựng thuốc lá điếu; gạt tàn thuốc lá
79070092,- - Các sản phẩm gia dụng khác
79070093,"- - Tấm điện a-nốt; khuôn tô (stencil plates); đinh, đinh bấm, đai ốc, bu lông, đinh vít, đinh tán và những sản phẩm chốt tương tự; miếng kẽm hình lục giác dùng để sản xuất pin(SEN)"
79070099,- - Loại khác
#3144,(SEN): Tham khảo Chú giải bổ sung (SEN) của Danh mục Thuế quan hài hòa ASEAN (AHTN) 2022
#3145,Chương 80
#3146,Thiếc và các sản phẩm bằng thiếc
#3147,Chú giải phân nhóm
#3148,1. Trong Chương này các khái niệm sau có nghĩa:
#3149,"(a) Thiếc, không hợp kim"
#3150,"Là kim loại có hàm lượng thiếc chiếm ít nhất 99% tính theo khối lượng, với điều kiện hàm lượng của bismut hoặc đồng phải thấp hơn giới hạn ở bảng sau:"
#3151,XEM BẢNG 8
#3152,(b) Hợp kim thiếc
#3153,"Vật liệu kim loại mà trong đó hàm lượng thiếc lớn hơn so với hàm lượng của mỗi nguyên tố khác tính theo khối lượng, với điều kiện:"
#3154,(i) tổng hàm lượng các nguyên tố khác trên 1% tính theo khối lượng; hoặc
#3155,(ii) hàm lượng của bismut hoặc đồng phải bằng hoặc lớn hơn giới hạn nêu ở bảng trên.
8001,Thiếc chưa gia công
80011000,"- Thiếc, không hợp kim"
80012000,- Hợp kim thiếc
80020000,Phế liệu và mảnh vụn thiếc
8003,"Thiếc ở dạng thanh, que, dạng hình và dây"
80030010,- Thanh và que hàn
80030090,- Loại khác
8007,Các sản phẩm khác bằng thiếc
80070020,"- Dạng tấm, lá và dải, có chiều dày trên 0,2 mm"
80070030,"- Lá mỏng (đã hoặc chưa in hoặc bồi trên giấy, bìa, plastic hoặc vật liệu bồi tương tự), có chiều dày (trừ phần bồi) không quá 0,2 mm; dạng bột và vảy"
80070040,"- Các loại ống, ống dẫn và phụ kiện để ghép nối của ống hoặc ống dẫn (ví dụ, khớp nối đôi, nối khuỷu, măng sông)"
#3156,- Loại khác:
80070091,- - Hộp đựng thuốc lá điếu; gạt tàn thuốc lá
80070092,- - Các sản phẩm gia dụng khác
80070093,- - Ống có thể gấp lại được (collapsible tubes)
80070099,- - Loại khác
#3157,Chương 81
#3158,Kim loại cơ bản khác; gốm kim loại; các sản phẩm của chúng
8101,"Vonfram và các sản phẩm làm từ vonfram, kể cả phế liệu và mảnh vụn"
81011000,- Bột
#3159,- Loại khác:
81019400,"- - Vonfram chưa gia công, kể cả thanh và que thu được từ quá trình thiêu kết"
81019600,- - Dây
81019700,- - Phế liệu và mảnh vụn
810199,- - Loại khác:
81019910,"- - - Thanh và que, trừ các loại thu được từ quá trình thiêu kết; dạng hình, lá, dải và lá mỏng"
81019990,- - - Loại khác
8102,"Molypđen và các sản phẩm làm từ molypđen, kể cả phế liệu và mảnh vụn"
81021000,- Bột
#3160,- Loại khác:
81029400,"- - Molypđen chưa gia công, kể cả thanh và que thu được từ quá trình thiêu kết"
81029500,"- - Thanh và que, trừ các loại thu được từ quá trình thiêu kết, dạng hình, tấm, lá, dải và lá mỏng"
81029600,- - Dây
81029700,- - Phế liệu và mảnh vụn
81029900,- - Loại khác
8103,"Tantan và các sản phẩm làm từ tantan, kể cả phế liệu và mảnh vụn"
81032000,"- Tantan chưa gia công, kể cả thanh và que thu được từ quá trình thiêu kết; bột"
81033000,- Phế liệu và mảnh vụn
#3161,- Loại khác:
81039100,- - Chén nung (crucible)
81039900,- - Loại khác
8104,"Magiê và các sản phẩm của magiê, kể cả phế liệu và mảnh vụn"
#3162,- Magiê chưa gia công:
81041100,"- - Có chứa hàm lượng magiê ít nhất 99,8% tính theo khối lượng"
81041900,- - Loại khác
81042000,- Phế liệu và mảnh vụn
81043000,"- Mạt giũa, phoi tiện và hạt, đã được phân loại theo kích cỡ; bột"
81049000,- Loại khác
8105,"Coban sten và các sản phẩm trung gian khác từ luyện coban; coban và các sản phẩm bằng coban, kể cả phế liệu và mảnh vụn"
810520,- Coban sten và các sản phẩm trung gian khác từ luyện coban; coban chưa gia công; bột:
81052010,- - Coban chưa gia công
81052090,- - Loại khác
81053000,- Phế liệu và mảnh vụn
81059000,- Loại khác
8106,"Bismut và các sản phẩm làm từ bismut, kể cả phế liệu và mảnh vụn"
810610,"- Chứa hàm lượng bismut trên 99,99%, tính theo khối lượng:"
