hscode,mo_ta
6909,"Đồ gốm sứ dùng trong phòng thí nghiệm, dùng trong lĩnh vực hóa học hoặc kỹ thuật khác; máng, chậu và các vật chứa tương tự dùng trong nông nghiệp bằng gốm, sứ; bình, hũ, liễn và các sản phẩm tương tự bằng gốm, sứ dùng trong việc chuyên chở hoặc đóng hàng"
,"- Đồ gốm sứ dùng trong phòng thí nghiệm, dùng trong hóa học hoặc kỹ thuật khác:"
69091100,- - Bằng sứ
69091200,- - Các sản phẩm có độ cứng tương đương từ 9 trở lên trong thang đo độ cứng Mohs
69091900,"- - Loại khác, .#&Chụp khí sứ hàn tig 10N50 (sứ số 4) dùng cho máy hàn, hàng mới 100% || .#&Chụp khí sứ hàn tig 10N48 (sứ số 6)(đơn giá 3.545,45 VND/CAI) dùng cho máy hàn, hàng mới 100% || .#&Bột mài Ceramic B60, hàng mới 100%"
69099000,- Loại khác
6910,"Bồn rửa, chậu rửa, bệ chậu rửa, bồn tắm, bệ rửa vệ sinh (bidets), bệ xí, bình xối nước, bệ đi tiểu và các sản phẩm vệ sinh tương tự bằng gốm, sứ gắn cố định"
69101000,- Bằng sứ
69109000,- Loại khác
6911,"Bộ đồ ăn, bộ đồ nhà bếp, đồ gia dụng và đồ sứ vệ sinh khác, bằng sứ"
69111000,- Bộ đồ ăn và bộ đồ nhà bếp
69119000,- Loại khác
69120000,"Bộ đồ ăn, bộ đồ nhà bếp, đồ gia dụng và đồ vệ sinh bằng gốm, trừ loại bằng sứ"
6913,"Các loại tượng nhỏ và các loại sản phẩm trang trí bằng gốm, sứ khác"
691310,- Bằng sứ:
69131010,- - Hộp đựng thuốc lá và gạt tàn trang trí
69131090,- - Loại khác
691390,- Loại khác:
69139010,- - Hộp đựng thuốc lá và gạt tàn trang trí
69139090,- - Loại khác
6914,"Các sản phẩm bằng gốm, sứ khác"
69141000,- Bằng sứ
69149000,"- Loại khác, .#&Phớt chặn bằng ceramic dùng cho máy bơm, Peek Wear Block || .#&Lỗ khuôn bằng ceramic dùng cho khuôn đúc, 12 INCH Thimble / Fused Silical, 5020-17420A || .#&Đĩa chà bằng sứ dùng cố định vòng than chì, Transition Plate / L100 (15""*12 Strand Hot Top Spare), 5020-21140A || .#&Giấy chất liệu bằng gốm chịu nhiệt dùng để lót khuôn đúc nhôm billet, CERAMIC PAPER 3T/MORGAN, 5040-558100 || .#&Đĩa chà bằng sứ dùng cố định vòng than chì, TRANSITION PLATE 7"", 5040-590800 || .#&Lỗ khuôn bằng ceramic dùng cho khuôn đúc, THIMBLE 7""(3.5""), 5040-614000 || .#&Đĩa chà bằng sứ dùng cố định vòng than chì, 12INCH TRANSITION PLATE L100, 5040-954800"
,(SEN): Tham khảo Chú giải bổ sung (SEN) của Danh mục Thuế quan hài hòa ASEAN (AHTN) 2022
,Chương 70
,Thủy tinh và các sản phẩm bằng thủy tinh
,Chú giải
,1. Chương này không bao gồm:
,"(a) Hàng hóa thuộc nhóm 32.07 (ví dụ, men kính và men sứ, frit thủy tinh, thủy tinh khác ở dạng bột, hạt hoặc vẩy);"
,"(b) Các sản phẩm thuộc Chương 71 (ví dụ, đồ trang sức làm bằng chất liệu khác);"
,"(c) Cáp sợi quang thuộc nhóm 85.44, vật cách điện (nhóm 85.46) hoặc các phụ kiện bằng vật liệu cách điện thuộc nhóm 85.47;"
,"(d) Kính chắn gió phía trước (kính chắn gió), cửa sổ phía sau và các cửa sổ khác, có khung, dùng cho các loại phương tiện thuộc Chương 86 đến Chương 88;"
,"(e) Kính chắn gió phía trước (kính chắn gió), cửa sổ phía sau và các cửa sổ khác, có hoặc không có khung, có gắn thiết bị sưởi hoặc các thiết bị điện hoặc điện tử khác, dùng cho các loại phương tiện thuộc Chương 86 đến Chương 88;"
,"(f) Sợi quang học, các bộ phận quang học đã được gia công quang học, ống tiêm dưới da, mắt giả, nhiệt kế, dụng cụ đo khí áp, máy đo tỷ trọng chất lỏng hoặc các sản phẩm khác của Chương 90;"
,"(g) Đèn (luminaires) hoặc bộ đèn, các biển hộp được chiếu sáng, các biển đề tên được chiếu sáng hoặc các loại tương tự, có nguồn sáng cố định thường xuyên, hoặc các bộ phận của chúng thuộc nhóm 94.05;"
,"(h) Đồ chơi, thiết bị trò chơi, dụng cụ, thiết bị thể thao, các đồ trang trí cây thông Nô-en hoặc các sản phẩm khác thuộc Chương 95 (trừ mắt thủy tinh không có bộ phận điều khiển, dùng cho búp bê hoặc cho các sản phẩm khác thuộc Chương 95); hoặc "
,"(ij) Khuy, bình chân không, bình xịt dầu thơm hoặc các bình xịt tương tự hoặc các sản phẩm khác thuộc Chương 96."
,"2. Theo mục đích của các nhóm 70.03, 70.04 và 70.05:"
,"(a) thủy tinh không được coi là ""đã gia công"" bởi bất cứ một quá trình nào trước khi tôi luyện;"
,(b) việc cắt thành hình không ảnh hưởng đến phân loại thủy tinh dạng tấm;
,"(c) khái niệm ""lớp hấp thụ, lớp phản chiếu hoặc không phản chiếu"" có nghĩa là lớp phủ cực mỏng bằng kim loại hoặc bằng hợp chất hóa học (ví dụ oxit kim loại) mà lớp đó có tác dụng hấp thụ, ví dụ, hấp thụ tia hồng ngoại hoặc để tăng tính phản chiếu của kính trong khi vẫn giữ được độ trong suốt hoặc mờ; hoặc không cho ánh sáng phản chiếu từ bề mặt của kính."
,3. Những sản phẩm được kể đến trong nhóm 70.06 vẫn được phân loại trong nhóm đó cho dù có hoặc không có đặc trưng của hàng hóa.
,"4. Theo mục đích của nhóm 70.19, khái niệm ""len thủy tinh"" có nghĩa là:"
,(a) Len khoáng vật với hàm lượng dioxit silic (SiO2) không dưới 60% tính theo trọng lượng;
,(b) Len khoáng vật với hàm lượng dioxit silic (SiO2) dưới 60% tính theo trọng lượng nhưng với một hàm lượng oxit kiềm (K2O hoặc Na2O) trên 5% tính theo trọng lượng hoặc hàm lượng oxit boric (B2O3) trên 2% tính theo trọng lượng.
,Len khoáng vật không có những đặc điểm kỹ thuật ở trên được phân loại trong nhóm 68.06.
,"5. Trong bảng Danh mục này, khái niệm ""thủy tinh"" kể cả thạch anh nấu chảy và dioxit silic nấu chảy khác."
,Chú giải phân nhóm
,"1. Theo mục đích của các phân nhóm 7013.22, 7013.33, 7013.41 và 7013.91, khái niệm ""pha lê chì"" có nghĩa là chỉ loại thủy tinh có hàm lượng chì monoxit (PbO) tối thiểu là 24% theo khối lượng."
70010000,"Thủy tinh vụn và thủy tinh phế liệu và mảnh vụn khác, trừ thủy tinh từ ống đèn tia ca-tốt hoặc thủy tinh hoạt tính khác thuộc nhóm 85.49; thủy tinh ở dạng khối"
7002,"Thủy tinh ở dạng hình cầu (trừ loại vi cầu thủy tinh thuộc nhóm 70.18), dạng thanh hoặc ống, chưa gia công"
70021000,- Dạng hình cầu 
70022000,- Dạng thanh
,- Dạng ống:
700231,- - Bằng thạch anh nung chảy hoặc các dạng dioxit silic nung chảy khác:
70023110,- - - Loại sử dụng để sản xuất ống chân không(SEN)
70023190,- - - Loại khác
700232,- - Bằng thủy tinh khác có hệ số giãn nở tuyến tính không quá 5 x10-6 độ Kelvin khi ở nhiệt độ từ 0oC đến 300oC:
70023210,- - - Loại sử dụng để sản xuất ống chân không(SEN)
70023230,- - - Ống thủy tinh borosilicate của loại sử dụng để sản xuất ống dạng phial/ampoule
70023240,"- - - Loại khác, của loại thủy tinh borosilicate trung tính trong suốt, có đường kính từ 3 mm đến 22 mm"
70023290,- - - Loại khác
700239,- - Loại khác:
70023910,- - - Loại sử dụng để sản xuất ống chân không(SEN)
70023920,"- - - Loại khác, của loại thủy tinh borosilicate trung tính trong suốt, có đường kính từ 3 mm đến 22 mm"
70023990,- - - Loại khác
7003,"Thủy tinh đúc và thủy tinh cán, ở dạng tấm hoặc dạng hình, đã hoặc chưa tráng lớp hấp thụ, lớp phản chiếu hoặc không phản chiếu, nhưng chưa gia công cách khác"
,- Dạng tấm không có cốt lưới:
700312,"- - Thủy tinh được phủ màu toàn bộ, mờ, sáng hoặc có tráng lớp hấp thụ, lớp phản chiếu hoặc không phản chiếu:"
70031210,"- - - Thủy tinh quang học, chưa được gia công về mặt quang học"
70031220,"- - - Loại khác, hình vuông hoặc hình chữ nhật, đã hoặc chưa cắt một hoặc nhiều góc (SEN)"
70031290,- - - Loại khác
700319,- - Loại khác:
70031910,"- - - Thủy tinh quang học, chưa được gia công về mặt quang học"
70031920,"- - - Loại khác, hình vuông hoặc hình chữ nhật, đã hoặc chưa cắt một hoặc nhiều góc (SEN)"
70031990,- - - Loại khác
700320,- Dạng tấm có cốt lưới:
70032010,"- - Hình vuông hoặc hình chữ nhật, đã hoặc chưa cắt một hoặc nhiều góc (SEN)"
70032090,- - Loại khác
700330,- Dạng hình:
70033010,"- - Hình vuông hoặc hình chữ nhật, đã hoặc chưa cắt một hoặc nhiều góc (SEN)"
70033090,- - Loại khác
7004,"Kính kéo và kính thổi, ở dạng tấm, đã hoặc chưa tráng lớp hấp thụ, lớp phản chiếu hoặc không phản chiếu, nhưng chưa gia công cách khác"
700420,"- Kính, được phủ màu toàn bộ, mờ, sáng hoặc có tráng lớp hấp thụ, lớp phản chiếu hoặc không phản chiếu:"
70042010,"- - Kính quang học, chưa được gia công về mặt quang học"
70042020,"- - Loại khác, hình vuông hoặc hình chữ nhật, đã hoặc chưa cắt một hoặc nhiều góc (SEN)"
70042090,- - Loại khác
700490,- Loại kính khác:
70049010,"- - Kính quang học, chưa được gia công về mặt quang học"
70049020,"- - Loại khác, hình vuông hoặc hình chữ nhật, đã hoặc chưa cắt một hoặc nhiều góc (SEN)"
70049090,- - Loại khác
7005,"Kính nổi và kính đã mài hoặc đánh bóng bề mặt, ở dạng tấm, đã hoặc chưa tráng lớp hấp thụ, lớp phản chiếu hoặc không phản chiếu, nhưng chưa gia công cách khác"
700510,"- Kính không có cốt lưới, có tráng lớp hấp thụ, lớp phản chiếu hoặc không phản chiếu:"
70051010,"- - Kính quang học, chưa được gia công về mặt quang học"
70051090,- - Loại khác
,- Kính không có cốt lưới khác:
700521,"- - Phủ màu toàn bộ, mờ, sáng hoặc chỉ mài bề mặt:"
70052110,"- - - Kính quang học, chưa được gia công về mặt quang học"
70052120,"- - - Loại khác, hình vuông hoặc hình chữ nhật, đã hoặc chưa cắt một hoặc nhiều góc (SEN)"
70052190,- - - Loại khác
700529,- - Loại khác:
70052910,"- - - Kính quang học, chưa được gia công về mặt quang học"
70052920,"- - - Loại khác, hình vuông hoặc hình chữ nhật, đã hoặc chưa cắt một hoặc nhiều góc (SEN)"
70052990,- - - Loại khác
700530,- Kính có cốt lưới:
70053010,"- - Hình vuông hoặc hình chữ nhật, đã hoặc chưa cắt một hoặc nhiều góc (SEN)"
70053090,- - Loại khác
7006,"Kính thuộc các nhóm 70.03, 70.04 hoặc 70.05, đã uốn cong, gia công cạnh, khắc, khoan, tráng hoặc gia công cách khác, nhưng chưa làm khung hoặc lắp với các vật liệu khác"
70060010,"- Kính quang học, chưa được gia công về mặt quang học"
70060090,- Loại khác
7007,"Kính an toàn, bao gồm kính tôi hoặc kính dán nhiều lớp (laminated glass)"
,- Kính tôi an toàn:
700711,"- - Có kích cỡ và hình dạng phù hợp với từng loại xe, phương tiện bay, tàu vũ trụ hoặc tàu thuyền:"
70071110,- - - Phù hợp dùng cho xe thuộc Chương 87
70071120,- - - Phù hợp dùng cho phương tiện bay hoặc tàu vũ trụ thuộc Chương 88
70071190,- - - Loại khác
700719,- - Loại khác:
70071910,- - - Phù hợp dùng cho các máy thuộc nhóm 84.29 hoặc 84.30
70071990,"- - - Loại khác, .#&Kính cường lực độ dày 12mm. Hàng mới 100% || .#&Kính tôi dày 8mm dùng trong lắp đặt vách cửa kính. Hàng mới 100% || .#&Kính cường lực dùng để bảo vệ màn hình máy tính xách tay, kích thước 13 inch, ASSY LCD (BA96-08461A), ARS2-13 5G QC"
,- Kính dán an toàn nhiều lớp:
700721,"- - Có kích cỡ và hình dạng phù hợp với từng loại xe, phương tiện bay, tàu vũ trụ hoặc tàu thuyền:"
70072110,- - - Phù hợp dùng cho xe thuộc Chương 87
70072120,- - - Phù hợp dùng cho phương tiện bay hoặc tàu vũ trụ thuộc Chương 88
70072190,- - - Loại khác
700729,- - Loại khác:
70072910,- - - Phù hợp dùng cho các máy thuộc nhóm 84.29 hoặc 84.30
70072990,- - - Loại khác
70080000,Kính hộp nhiều lớp 
7009,"Gương thủy tinh, có hoặc không có khung, kể cả gương chiếu hậu"
70091000,- Gương chiếu hậu dùng cho xe
,- Loại khác:
70099100,- - Chưa có khung
70099200,- - Có khung
7010,"Bình lớn có vỏ bọc ngoài, chai, bình thót cổ, lọ, ống, ống dạng phial, ống dạng ampoule và các loại đồ chứa khác, bằng thủy tinh, dùng trong vận chuyển hoặc đóng hàng; lọ, bình bảo quản bằng thủy tinh; nút chai, nắp đậy và các loại nắp khác, bằng thủy tinh"
70101000,- Ống dạng ampoule
70102000,"- Nút chai, nắp đậy và các loại nắp khác"
701090,- Loại khác:
70109010,- - Bình lớn có vỏ bọc ngoài và bình thót cổ
70109040,"- - Chai, lọ và ống dạng phial, để đựng thuốc kháng sinh, huyết thanh và các chất tiêm truyền khác; chai để đựng dung dịch tiêm, truyền tĩnh mạch"
,- - Loại khác:
70109091,- - - Có dung tích trên 1 lít
70109099,- - - Loại khác
7011,"Vỏ bóng đèn thủy tinh (kể cả bóng dạng bầu và dạng ống), dạng hở, và các bộ phận bằng thủy tinh của vỏ bóng đèn, chưa có các bộ phận lắp ghép, dùng cho đèn điện và các nguồn sáng, ống đèn tia ca-tốt hoặc các loại tương tự"
701110,- Dùng cho đèn điện:
70111010,- - Trụ (stem) giữ dây tóc bóng đèn
70111090,"- - Loại khác, NPL128#&Mặt kính của bóng đèn led, WAPA 100-75W GLOBE COVER, GC22LM1172A0 || NPL128#&Mặt kính của bóng đèn led, SEGA 6P GLOBE COVER, LAMINATING, KETAOMGL0102003 || NPL128#&Mặt kính của bóng đèn led, MAHA 300W GLASS COVER, GC20LC0635A0 || NPL128#&Mặt kính của bóng đèn led, SFA500W GLASS COVER, GC20ET0467A0 || NPL128#&Mặt kính của bóng đèn led, SETA GLOBE COVER, GC20LM1223A0 || NPL128#&Mặt kính của bóng đèn led, MAHA 150W GLOBE TG4 ( Kính ), GC20LC0129A0 || NPL128#&Mặt kính của bóng đèn led, META GLOBE COVER, GC20LM1222A0 || NPL128#&Mặt kính của bóng đèn led, MAHA300W GLASS COVER (KÍNH CHỮ NHẬT TO), GC20LC0635A0 || NPL128#&Mặt kính của bóng đèn led, SEGA 6P GLOBE COVER, GC21LM1199A0"
70112000,- Dùng cho ống đèn tia ca-tốt
70119000,- Loại khác
7013,"Bộ đồ ăn, đồ nhà bếp, đồ vệ sinh, đồ dùng văn phòng, đồ trang trí nội thất hoặc đồ dùng cho các mục đích tương tự bằng thủy tinh (trừ các sản phẩm thuộc nhóm 70.10 hoặc 70.18)"
